completion_rate,submission_rating,exam_score,competency_level
2.0,5.0,75.0,2
0.9285714285714286,4.150943396226415,80.0,2
1.0,5.0,100.0,2
0.0,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,100.0,2
0.0,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,92.0,2
1.0,4.150943396226415,81.0,2
1.0,4.150943396226415,86.0,2
1.0,4.150943396226415,96.0,2
0.5,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,83.0,2
1.0,4.150943396226415,100.0,2
1.0,4.150943396226415,97.0,2
1.0,4.150943396226415,94.0,2
1.0,4.150943396226415,93.0,2
1.0,4.150943396226415,88.0,2
1.0,4.150943396226415,91.0,2
0.25,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,2.0,0
0.0,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
1.0,4.0,95.0,2
0.9836065573770492,4.150943396226415,85.0,2
1.0,4.0,85.0,2
1.0,4.150943396226415,85.0,2
0.0,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
0.6666666666666666,4.150943396226415,86.0,1
0.3333333333333333,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,90.0,2
1.0,4.150943396226415,95.0,2
1.0,4.150943396226415,80.0,2
1.0,4.150943396226415,100.0,2
1.0,4.150943396226415,85.0,2
0.0,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,85.0,2
0.18,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,95.0,2
1.0,4.150943396226415,75.0,2
1.0,4.150943396226415,22.0,0
1.0,4.150943396226415,90.0,2
0.20512820512820512,4.150943396226415,4.150943396226416,0
0.1794871794871795,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,80.0,2
0.0,4.150943396226415,4.150943396226416,0
1.0,4.150943396226415,75.0,2
0.0,4.150943396226415,4.150943396226416,0
0.6363636363636364,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
0.5454545454545454,4.150943396226415,4.150943396226416,0
0.0,4.150943396226415,4.150943396226416,0
0.9791666666666666,4.150943396226415,100.0,2
0.9868421052631579,4.150943396226415,97.0,2
0.0,4.150943396226415,4.150943396226416,0
0.18181818181818182,4.150943396226415,4.150943396226416,0
